66 33 83 ; 230 2 187 ; 138 118 67 ; 39 196 145 ; 251 55 20 ; 
6 188 323 ; 201 186 109 ; 199 102 229 ; 50 216 433 ; 250 45 128 ; 
244 9 472 ; 167 85 304 ; 107 85 468 ; 122 237 358 ; 49 229 307 ; 
237 33 12 ; 167 158 419 ; 14 99 304 ; 230 8 40 ; 20 100 26 ; 
29 180 288 ; 114 192 108 ; 199 81 112 ; 180 195 123 ; 153 242 338 ; 
186 179 279 ; 88 122 164 ; 188 10 455 ; 196 98 429 ; 41 236 20 ; 
221 112 304 ; 158 233 181 ; 239 9 139 ; 178 148 482 ; 165 154 206 ; 
88 209 139 ; 210 245 106 ; 220 193 66 ; 63 154 454 ; 43 90 351 ; 
156 46 88 ; 133 31 489 ; 142 130 7 ; 34 172 314 ; 189 138 121 ; 
142 2 234 ; 132 52 18 ; 69 190 40 ; 223 5 456 ; 58 16 159 ; 
104 68 323 ; 136 85 87 ; 10 5 412 ; 183 163 410 ; 65 244 56 ; 
67 234 41 ; 119 56 144 ; 54 88 28 ; 59 85 149 ; 75 144 140 ; 
143 247 170 ; 228 250 247 ; 233 130 199 ; 141 152 17 ; 129 209 184 ; 
108 198 110 ; 164 74 433 ; 253 82 113 ; 82 159 215 ; 226 204 194 ; 
218 50 253 ; 212 1 480 ; 87 88 216 ; 239 186 174 ; 192 210 315 ; 
135 44 112 ; 209 202 4 ; 36 223 305 ; 195 42 110 ; 143 176 172 ; 
194 129 354 ; 195 225 128 ; 28 37 433 ; 214 83 180 ; 168 14 427 ; 
213 75 288 ; 159 243 303 ; 126 64 116 ; 168 138 460 ; 88 38 132 ; 
217 165 123 ; 186 253 105 ; 223 42 29 ; 51 174 389 ; 65 34 407 ; 
140 86 267 ; 128 17 80 ; 192 157 131 ; 75 78 385 ; 113 194 57 ; 
22 197 341 ; 20 139 490 ; 62 20 336 ; 237 185 96 ; 15 52 295 ; 
101 87 248 ; 118 80 69 ; 19 231 465 ; 97 253 93 ; 35 186 360 ; 
233 208 494 ; 116 190 348 ; 136 103 52 ; 65 239 243 ; 117 170 248 ; 
204 166 199 ; 28 47 32 ; 4 56 50 ; 1 2 425 ; 187 22 415 ; 
139 156 354 ; 74 57 15 ; 177 233 207 ; 160 216 255 ; 74 180 456 ; 
240 159 13 ; 32 239 46 ; 88 181 486 ; 90 143 114 ; 113 202 19 ; 
13 40 55 ; 70 112 118 ; 48 43 496 ; 8 111 81 ; 189 243 413 ; 
92 237 343 ; 76 179 268 ; 1 149 256 ; 144 124 476 ; 90 99 23 ; 
131 6 256 ; 243 53 21 ; 30 173 20 ; 141 215 452 ; 129 160 412 ; 
110 180 353 ; 33 184 474 ; 182 220 454 ; 50 88 47 ; 150 47 32 ; 
156 119 470 ; 209 205 421 ; 127 105 252 ; 86 53 319 ; 246 9 80 ; 
170 155 493 ; 98 137 219 ; 62 195 8 ; 151 254 199 ; 198 202 405 ; 
62 241 499 ; 11 154 36 ; 116 55 133 ; 169 242 140 ; 178 58 490 ; 
77 4 97 ; 214 59 303 ; 153 148 82 ; 152 163 484 ; 98 228 43 ; 
83 188 430 ; 238 48 104 ; 37 117 235 ; 23 58 47 ; 81 84 140 ; 
85 101 130 ; 145 33 20 ; 37 63 486 ; 200 155 132 ; 172 143 208 ; 
104 73 394 ; 152 65 14 ; 14 68 340 ; 72 187 477 ; 156 219 392 ; 
2 173 221 ; 35 205 255 ; 98 196 416 ; 253 84 213 ; 140 124 197 ; 
213 6 125 ; 22 228 146 ; 90 176 146 ; 21 161 464 ; 240 169 388 ; 
158 3 113 ; 107 178 383 ; 47 242 2 ; 131 87 256 ; 255 132 277 ; 
6 93 314 ; 234 159 147 ; 155 122 30 ; 60 98 400 ; 230 147 454 ; 
233 96 34 ; 155 47 420 ; 141 33 336 ; 228 117 415 ; 104 198 495 ; 
197 164 282 ; 101 88 24 ; 223 34 87 ; 65 70 310 ; 212 128 170 ; 
52 171 264 ; 99 115 461 ; 132 167 220 ; 249 11 457 ; 192 242 89 ; 
100 216 313 ; 188 197 255 ; 222 156 412 ; 37 14 283 ; 165 188 480 ; 
80 81 449 ; 196 206 449 ; 107 231 13 ; 118 140 197 ; 104 22 407 ; 
65 7 419 ; 6 190 251 ; 162 218 52 ; 176 213 498 ; 108 18 195 ; 
189 35 97 ; 140 104 89 ; 115 17 93 ; 255 63 445 ; 21 102 263 ; 
29 77 192 ; 219 152 365 ; 182 160 11 ; 139 135 365 ; 157 146 237 ; 
192 67 1 ; 41 69 71 ; 58 10 407 ; 121 59 82 ; 223 227 405 ; 
44 243 115 ; 197 68 228 ; 101 155 147 ; 236 148 489 ; 127 61 389 ; 
194 82 326 ; 7 37 251 ; 18 132 464 ; 77 86 330 ; 48 40 196 ; 
35 15 171 ; 103 19 28 ; 2 242 165 ; 150 136 486 ; 211 169 343 ; 
38 103 282 ; 75 230 48 ; 208 142 436 ; 38 113 186 ; 78 205 95 ; 
93 8 280 ; 112 112 431 ; 99 157 267 ; 235 48 297 ; 148 175 36 ; 
251 173 275 ; 226 109 461 ; 112 53 221 ; 225 15 257 ; 174 55 207 ; 
183 143 274 ; 39 10 275 ; 197 237 440 ; 245 211 267 ; 164 79 394 ; 
81 158 414 ; 190 20 301 ; 244 213 11 ; 3 102 156 ; 58 29 417 ; 
201 35 492 ; 212 135 403 ; 193 91 178 ; 148 146 335 ; 227 180 212 ; 
130 106 152 ; 150 27 437 ; 107 175 320 ; 209 179 384 ; 238 152 19 ; 
18 44 470 ; 153 119 71 ; 244 234 403 ; 134 33 437 ; 58 78 117 ; 
164 30 37 ; 191 64 267 ; 110 32 473 ; 33 244 24 ; 186 203 233 ; 
230 221 103 ; 94 185 261 ; 72 104 334 ; 105 217 114 ; 183 223 368 ; 
214 200 342 ; 22 51 98 ; 54 52 142 ; 42 160 484 ; 245 221 282 ; 
211 8 304 ; 140 70 190 ; 244 28 48 ; 206 231 56 ; 173 55 50 ; 
117 194 445 ; 168 240 395 ; 220 222 485 ; 124 59 239 ; 89 185 189 ; 
97 241 59 ; 167 15 318 ; 196 140 390 ; 171 80 326 ; 226 126 120 ; 
164 100 185 ; 149 31 262 ; 115 241 266 ; 174 248 22 ; 103 42 406 ; 
88 81 299 ; 104 75 9 ; 244 209 296 ; 68 75 496 ; 195 148 75 ; 
39 137 106 ; 70 244 78 ; 55 6 295 ; 48 245 47 ; 90 95 169 ; 
171 35 297 ; 246 72 381 ; 199 20 317 ; 18 165 153 ; 166 224 446 ; 
48 254 97 ; 36 193 404 ; 42 24 410 ; 31 227 306 ; 127 93 330 ; 
162 62 172 ; 234 119 95 ; 254 25 65 ; 163 174 324 ; 132 136 50 ; 
130 37 365 ; 67 233 305 ; 92 244 133 ; 63 54 319 ; 156 168 387 ; 
218 116 94 ; 82 235 92 ; 107 88 390 ; 25 140 136 ; 162 210 328 ; 
199 191 40 ; 177 220 378 ; 165 29 478 ; 219 137 282 ; 131 20 337 ; 
247 30 166 ; 226 202 416 ; 58 96 118 ; 198 244 293 ; 152 44 95 ; 
88 232 321 ; 52 39 420 ; 82 169 149 ; 219 135 66 ; 239 164 181 ; 
13 94 176 ; 215 243 371 ; 55 217 65 ; 43 43 471 ; 88 150 469 ; 
64 163 258 ; 103 119 258 ; 16 253 70 ; 151 39 236 ; 60 45 371 ; 
154 181 66 ; 141 53 267 ; 103 150 66 ; 146 50 205 ; 40 147 25 ; 
203 141 1 ; 66 223 173 ; 63 102 125 ; 103 62 333 ; 148 242 81 ; 
73 148 205 ; 126 68 223 ; 21 202 53 ; 71 136 312 ; 218 113 294 ; 
104 178 298 ; 71 51 441 ; 173 28 495 ; 236 22 315 ; 222 167 262 ; 
114 116 426 ; 182 219 279 ; 129 208 46 ; 9 44 143 ; 122 26 190 ; 
44 48 8 ; 95 17 60 ; 124 53 252 ; 146 152 5 ; 57 98 409 ; 
173 192 335 ; 136 103 350 ; 89 141 72 ; 133 200 69 ; 160 74 250 ; 
208 167 140 ; 226 107 388 ; 23 119 224 ; 175 49 272 ; 17 214 218 ; 
209 90 291 ; 56 80 252 ; 198 252 472 ; 142 42 209 ; 217 96 71 ; 
128 17 407 ; 235 237 15 ; 99 41 485 ; 148 225 164 ; 106 43 219 ; 
196 174 60 ; 20 222 317 ; 17 151 270 ; 59 168 316 ; 155 63 246 ; 
172 118 103 ; 154 126 247 ; 195 103 91 ; 165 104 34 ; 208 23 286 ; 
127 216 108 ; 93 105 133 ; 244 51 265 ; 157 195 374 ; 220 226 85 ; 
83 217 445 ; 209 81 297 ; 56 180 383 ; 160 122 75 ; 184 212 200 ; 
144 152 272 ; 249 33 139 ; 45 191 349 ; 240 109 77 ; 210 87 386 ; 
172 220 495 ; 253 13 14 ; 177 217 459 ; 43 104 167 ; 255 156 452 ; 
151 160 88 ; 185 36 432 ; 120 5 5 ; 229 218 430 ; 60 77 171 ; 
24 156 325 ; 38 62 145 ; 255 177 434 ; 103 92 431 ; 3 168 170 ; 
163 172 289 ; 199 64 249 ; 204 206 34 ; 167 136 58 ; 244 51 399 ; 
144 177 292 ; 206 218 32 ; 127 1 122 ; 219 216 241 ; 132 219 168 ; 
48 220 455 ; 113 117 23 ; 63 199 214 ; 199 145 27 ; 251 65 242 ; 
172 45 246 ; 134 49 386 ; 135 92 28 ; 96 133 483 ; 59 22 66 ; 
23 169 434 ; 141 224 323 ; 84 223 368 ; 230 170 75 ; 39 28 226 ; 
84 130 141 ; 133 120 349 ; 225 60 292 ; 103 127 459 ; 125 157 431 ; 
38 64 230 ; 7 19 294 ; 230 87 75 ; 144 218 107 ; 172 36 449 ; 
46 106 0 ; 166 91 52 ; 226 211 490 ; 97 211 139 ; 254 50 38 ; 
62 205 411 ; 81 127 10 ; 168 190 61 ; 130 81 279 ; 167 203 339 ; 
17 107 187 ; 108 96 421 ; 64 218 75 ; 19 53 233 ; 69 248 26 ; 
18 55 372 ; 145 157 207 ; 79 10 204 ; 161 93 437 ; 108 64 127 ; 
215 207 354 ; 55 140 463 ; 17 239 100 ; 71 52 112 ; 63 218 459 ; 
118 127 220 ; 20 98 331 ; 30 150 232 ; 124 115 204 ; 188 211 1 ; 
140 217 277 ; 24 241 328 ; 8 117 412 ; 60 57 369 ; 23 16 136 ; 
150 44 455 ; 248 91 90 ; 142 28 198 ; 2 44 340 ; 213 221 0 ; 
174 250 17 ; 159 238 77 ; 20 26 453 ; 77 88 369 ; 93 220 262 ; 
138 160 305 ; 229 218 223 ; 1 40 223 ; 45 148 361 ; 10 125 427 ; 
4 34 196 ; 243 83 375 ; 13 156 74 ; 101 238 451 ; 66 124 412 ; 
226 33 122 ; 188 92 152 ; 228 143 129 ; 120 80 343 ; 245 20 144 ; 
23 172 91 ; 106 243 255 ; 7 218 170 ; 245 213 100 ; 113 29 265 ; 
146 195 451 ; 238 243 465 ; 125 9 249 ; 205 32 1 ; 225 100 266 ; 
142 179 339 ; 129 7 295 ; 91 77 357 ; 48 161 332 ; 78 91 237 ; 
17 86 390 ; 5 52 392 ; 14 205 22 ; 46 75 299 ; 146 65 289 ; 
70 44 270 ; 77 47 88 ; 154 157 118 ; 60 17 285 ; 151 123 394 ; 
237 85 4 ; 33 194 293 ; 239 28 210 ; 58 244 236 ; 123 153 66 ; 
167 31 197 ; 215 52 367 ; 116 202 36 ; 133 187 22 ; 0 221 278 ; 
86 77 421 ; 24 207 51 ; 52 85 484 ; 40 234 323 ; 193 172 421 ; 
225 1 44 ; 21 156 384 ; 223 132 383 ; 154 7 251 ; 120 197 172 ; 
197 27 385 ; 148 94 279 ; 234 194 451 ; 212 22 423 ; 128 163 496 ; 
130 172 161 ; 30 92 338 ; 163 227 319 ; 170 222 370 ; 111 94 481 ; 
138 223 45 ; 232 182 418 ; 171 165 43 ; 193 201 481 ; 100 21 321 ; 
16 34 129 ; 108 17 251 ; 79 20 110 ; 45 247 241 ; 140 116 463 ; 
107 105 110 ; 34 35 401 ; 199 114 89 ; 144 171 308 ; 165 184 85 ; 
200 70 342 ; 217 85 326 ; 237 131 219 ; 228 84 458 ; 88 207 92 ; 
193 186 496 ; 229 47 203 ; 87 140 345 ; 3 149 373 ; 187 94 209 ; 
1 140 203 ; 87 203 163 ; 218 118 132 ; 47 112 77 ; 254 152 74 ; 
184 76 102 ; 231 108 60 ; 116 173 13 ; 9 182 356 ; 103 80 423 ; 
244 143 35 ; 191 150 172 ; 53 118 439 ; 165 67 94 ; 62 245 81 ; 
138 0 363 ; 246 204 52 ; 164 125 103 ; 90 133 403 ; 170 145 112 ; 
57 88 168 ; 207 32 412 ; 69 64 319 ; 137 58 164 ; 126 99 405 ; 
126 138 283 ; 74 106 498 ; 199 50 104 ; 77 109 448 ; 222 178 255 ; 
54 94 381 ; 86 254 383 ; 150 93 274 ; 208 241 336 ; 51 42 349 ; 
190 162 239 ; 40 164 110 ; 90 156 372 ; 200 57 188 ; 122 48 117 ; 
216 209 379 ; 214 172 417 ; 51 87 199 ; 36 71 222 ; 78 192 226 ; 
240 183 294 ; 148 45 344 ; 49 238 224 ; 106 118 95 ; 154 75 303 ; 
107 254 17 ; 24 231 53 ; 111 38 175 ; 182 252 350 ; 118 163 298 ; 
45 125 72 ; 91 21 309 ; 73 213 5 ; 191 240 470 ; 10 211 152 ; 
8 48 158 ; 239 101 370 ; 21 112 22 ; 18 174 37 ; 181 16 455 ; 
50 193 125 ; 71 98 286 ; 28 151 105 ; 13 254 250 ; 224 206 113 ; 
17 57 459 ; 118 15 371 ; 231 253 414 ; 149 90 344 ; 166 109 178 ; 
103 246 495 ; 201 172 441 ; 96 190 360 ; 94 24 476 ; 45 50 89 ; 
102 85 2 ; 117 129 83 ; 114 155 237 ; 204 203 288 ; 57 13 438 ; 
47 4 188 ; 219 45 111 ; 153 157 312 ; 178 42 352 ; 228 195 351 ; 
57 61 460 ; 186 200 190 ; 86 202 411 ; 33 178 145 ; 47 48 281 ; 
51 84 126 ; 97 223 453 ; 254 51 400 ; 40 232 426 ; 236 251 280 ; 
41 59 428 ; 242 225 329 ; 188 252 208 ; 110 137 330 ; 159 226 39 ; 
243 116 366 ; 211 53 454 ; 6 209 95 ; 238 7 149 ; 233 239 446 ; 
36 187 74 ; 5 193 91 ; 1 129 229 ; 138 151 77 ; 108 206 276 ; 
224 53 411 ; 21 207 374 ; 231 202 277 ; 238 195 284 ; 222 229 246 ; 
153 243 220 ; 90 43 164 ; 219 84 122 ; 114 58 3 ; 65 142 306 ; 
118 129 162 ; 69 103 199 ; 15 33 368 ; 210 225 423 ; 184 143 438 ; 
171 39 44 ; 214 228 317 ; 43 166 292 ; 101 105 27 ; 243 183 354 ; 
116 114 163 ; 219 13 321 ; 252 189 486 ; 221 85 49 ; 109 219 363 ; 
148 63 23 ; 120 60 307 ; 30 148 101 ; 136 200 192 ; 63 110 305 ; 
177 85 420 ; 190 178 96 ; 124 84 208 ; 209 5 236 ; 172 136 466 ; 
235 196 291 ; 39 171 135 ; 188 104 164 ; 132 81 498 ; 242 158 494 ; 
71 223 254 ; 249 147 495 ; 77 35 418 ; 82 176 390 ; 218 26 187 ; 
158 241 99 ; 73 92 318 ; 178 64 365 ; 3 67 33 ; 161 205 349 ; 
128 151 19 ; 20 19 354 ; 55 77 379 ; 231 3 228 ; 1 138 154 ; 
242 189 21 ; 79 219 203 ; 143 32 9 ; 210 34 391 ; 160 167 394 ; 
55 31 471 ; 74 221 100 ; 151 149 172 ; 154 153 247 ; 36 240 267 ; 
225 33 492 ; 188 240 67 ; 221 9 330 ; 255 212 297 ; 166 162 468 ; 
197 18 336 ; 163 2 7 ; 56 6 182 ; 209 65 73 ; 193 100 424 ; 
226 137 420 ; 211 160 162 ; 220 6 170 ; 177 251 107 ; 83 195 210 ; 
101 43 329 ; 103 203 334 ; 109 181 229 ; 175 54 245 ; 19 82 315 ; 
156 147 240 ; 60 181 247 ; 66 147 186 ; 62 79 270 ; 1 9 243 ; 
45 106 147 ; 248 145 156 ; 173 90 20 ; 227 92 113 ; 54 47 332 ; 
201 195 148 ; 126 58 348 ; 17 132 57 ; 96 171 455 ; 106 130 489 ; 
212 173 479 ; 101 62 260 ; 192 54 44 ; 28 155 161 ; 75 176 184 ; 
14 216 242 ; 73 156 51 ; 205 157 329 ; 120 225 395 ; 251 98 207 ; 
168 229 477 ; 230 149 238 ; 28 61 471 ; 184 146 259 ; 104 203 199 ; 
64 57 106 ; 220 113 73 ; 122 38 494 ; 91 237 259 ; 189 21 140 ; 
163 166 379 ; 56 12 327 ; 118 216 290 ; 8 99 490 ; 211 11 42 ; 
13 253 482 ; 126 254 402 ; 164 72 59 ; 146 96 157 ; 167 240 152 ; 
77 123 385 ; 90 174 336 ; 50 200 265 ; 149 255 419 ; 160 237 255 ; 
158 68 15 ; 156 218 88 ; 229 77 26 ; 69 58 362 ; 53 130 140 ; 
176 136 419 ; 94 48 177 ; 39 17 151 ; 38 104 165 ; 19 200 478 ; 
87 251 143 ; 50 59 265 ; 127 249 269 ; 186 91 298 ; 60 80 315 ; 
196 235 460 ; 245 212 112 ; 6 23 99 ; 111 140 414 ; 55 151 196 ; 
50 66 191 ; 109 139 31 ; 102 112 321 ; 193 59 268 ; 17 74 234 ; 
253 143 19 ; 209 131 7 ; 233 214 92 ; 117 80 335 ; 12 240 210 ; 
78 164 269 ; 217 175 379 ; 74 236 128 ; 133 168 246 ; 207 31 243 ; 
94 210 113 ; 226 73 126 ; 184 182 311 ; 9 41 468 ; 249 11 262 ; 
157 36 22 ; 76 111 393 ; 56 39 490 ; 225 69 84 ; 0 36 325 ; 
210 21 29 ; 27 3 155 ; 209 195 317 ; 250 107 318 ; 5 137 219 ; 
41 180 216 ; 152 45 206 ; 191 127 366 ; 4 28 223 ; 41 61 192 ; 
62 46 360 ; 66 126 394 ; 5 175 357 ; 112 153 491 ; 250 140 481 ; 
174 121 39 ; 219 3 284 ; 90 217 245 ; 118 232 252 ; 180 216 201 ; 
226 200 334 ; 96 138 468 ; 16 104 230 ; 169 23 283 ; 54 192 244 ; 
175 111 78 ; 178 72 456 ; 139 185 123 ; 116 233 217 ; 76 30 28 ; 
21 124 28 ; 159 25 394 ; 7 247 487 ; 30 219 123 ; 223 47 268 ; 
78 125 346 ; 150 121 221 ; 79 80 303 ; 57 129 459 ; 87 41 411 ; 
212 133 55 ; 237 196 48 ; 228 99 340 ; 191 18 435 ; 238 106 178 ; 
107 249 401 ; 228 54 495 ; 52 38 246 ; 182 161 249 ; 223 144 110 ; 
101 203 326 ; 41 28 434 ; 140 12 403 ; 158 3 167 ; 8 25 307 ; 
1 14 417 ; 56 82 429 ; 94 44 297 ; 255 85 146 ; 143 184 396 ; 
90 114 223 ; 118 0 8 ; 130 123 145 ; 134 218 325 ; 159 249 171 ; 
174 7 100 ; 0 128 309 ; 44 221 373 ; 129 111 95 ; 57 183 82 ; 
171 223 449 ; 171 107 400 ; 38 33 186 ; 1 98 149 ; 250 66 223 ; 
1 42 234 ; 129 19 288 ; 95 53 28 ; 206 180 200 ; 134 51 110 ; 
101 64 15 ; 208 168 243 ; 241 135 78 ; 84 232 277 ; 150 207 154 ; 
192 85 220 ; 211 138 42 ; 8 190 399 ; 189 31 442 ; 240 1 21 ; 
48 28 327 ; 217 227 436 ; 96 86 356 ; 72 239 86 ; 23 137 154 ; 
108 29 380 ; 246 179 216 ; 181 203 471 ; 212 65 224 ; 213 134 69 ; 
241 81 441 ; 213 129 437 ; 43 130 310 ; 26 116 98 ; 163 186 154 ; 
192 150 349 ; 116 50 122 ; 63 161 408 ; 128 25 89 ; 7 78 217 ; 
88 115 402 ; 218 201 12 ; 92 247 141 ; 208 134 16 ; 138 92 118 ; 
32 74 249 ; 82 164 333 ; 243 244 413 ; 13 250 184 ; 91 211 497 ; 
207 130 168 ; 152 34 376 ; 143 151 58 ; 21 55 70 ; 114 241 350 ; 
188 78 256 ; 96 107 464 ; 84 253 394 ; 78 205 370 ; 34 30 263 ; 
164 118 198 ; 198 39 413 ; 93 177 49 ; 148 152 213 ; 133 78 410 ; 
211 143 92 ; 62 239 312 ; 59 162 192 ; 9 72 345 ; 39 251 155 ; 
158 9 45 ; 197 231 269 ; 118 92 487 ; 14 97 192 ; 93 124 400 ; 
236 8 81 ; 219 81 336 ; 125 249 147 ; 197 246 130 ; 192 66 471 ; 
202 175 19 ; 177 193 441 ; 13 152 318 ; 111 205 4 ; 235 149 275 ; 
243 227 332 ; 68 3 432 ; 62 98 187 ; 52 253 197 ; 118 160 330 ; 
38 107 203 ; 231 212 161 ; 127 2 470 ; 76 167 31 ; 226 90 206 ; 
197 106 109 ; 200 102 129 ; 43 61 133 ; 40 146 315 ; 200 173 20 ; 
52 136 402 ; 8 45 212 ; 11 131 367 ; 178 230 355 ; 12 185 71 ; 
118 118 417 ; 220 39 326 ; 25 29 283 ; 172 80 286 ; 89 184 170 ; 
225 151 202 ; 14 155 458 ; 145 135 175 ; 119 242 226 ; 48 169 412 ; 
167 67 64 ; 206 161 162 ; 235 200 342 ; 60 26 439 ; 244 148 3 ; 
139 215 216 ; 39 77 133 ; 174 204 415 ; 160 86 384 ; 73 146 424 ; 
140 218 388 ; 46 152 387 ; 246 50 106 ; 17 230 325 ; 165 69 213 ; 
124 254 438 ; 202 151 457 ; 150 63 428 ; 237 119 274 ; 127 39 498 ; 
90 8 24 ; 242 143 120 ; 37 229 466 ; 11 39 141 ; 80 164 486 ; 
78 22 171 ; 230 20 400 ; 37 56 130 ; 156 11 240 ; 196 125 105 ; 
204 57 489 ; 91 130 455 ; 65 248 17 ; 104 101 370 ; 12 227 453 ; 
35 7 122 ; 55 167 92 ; 111 17 350 ; 122 17 163 ; 248 255 416 ; 
49 108 384 ; 179 51 456 ; 172 236 19 ; 17 203 32 ; 245 180 320 ; 
252 238 97 ; 163 119 152 ; 180 229 91 ; 197 121 398 ; 196 169 349 ; 
48 157 89 ; 99 93 346 ; 80 120 242 ; 27 213 242 ; 207 153 339 ; 
190 106 224 ; 53 94 216 ; 26 137 67 ; 147 36 259 ; 60 57 33 ; 
217 70 141 ; 54 132 278 ; 175 118 45 ; 132 20 461 ; 29 196 452 ; 
136 104 120 ; 230 9 438 ; 112 76 499 ; 148 68 5 ; 205 1 473 ; 
19 130 317 ; 151 52 275 ; 14 74 301 ; 34 175 472 ; 230 48 468 ; 
79 128 110 ; 88 142 198 ; 164 209 180 ; 232 46 204 ; 233 31 168 ; 
108 77 421 ; 160 84 404 ; 234 145 464 ; 154 126 194 ; 202 238 484 ; 
74 124 27 ; 216 146 398 ; 169 143 166 ; 215 251 398 ; 247 252 207 ; 
68 201 476 ; 152 170 348 ; 41 34 101 ; 167 168 131 ; 150 80 401 ; 
18 223 67 ; 165 189 397 ; 52 243 181 ; 47 206 66 ; 43 145 114 ; 
245 61 93 ; 159 86 173 ; 193 15 129 ; 105 178 114 ; 185 240 102 ; 
153 247 60 ; 86 73 450 ; 74 114 471 ; 24 69 155 ; 169 239 355 ; 
230 144 442 ; 60 117 191 ; 75 242 302 ; 254 152 443 ; 238 230 160 ; 
229 202 86 ; 46 193 99 ; 161 92 449 ; 230 44 155 ; 213 43 263 ; 
101 85 184 ; 218 117 395 ; 204 51 243 ; 100 179 183 ; 75 155 493 ; 
21 61 131 ; 214 120 460 ; 51 10 83 ; 95 229 180 ; 138 217 318 ; 
223 117 463 ; 84 248 208 ; 136 184 78 ; 59 195 202 ; 214 204 46 ; 
20 195 213 ; 140 159 467 ; 150 170 405 ; 124 86 204 ; 85 232 167 ; 
202 79 353 ; 195 27 205 ; 123 193 265 ; 62 51 485 ; 10 10 12 ; 
205 43 7 ; 108 98 407 ; 23 112 163 ; 109 176 78 ; 86 80 158 ; 
165 121 315 ; 193 130 85 ; 130 224 216 ; 182 197 451 ; 192 230 473 ; 
235 221 479 ; 78 232 100 ; 190 127 297 ; 110 173 4 ; 190 87 253 ; 
56 86 363 ; 186 32 297 ; 154 172 114 ; 96 180 40 ; 70 249 482 ; 
35 73 486 ; 11 101 118 ; 138 238 344 ; 56 142 422 ; 143 156 204 ; 
230 255 63 ; 6 8 351 ; 178 210 273 ; 102 31 300 ; 96 33 64 ; 
169 228 78 ; 14 146 53 ; 253 142 248 ; 139 72 474 ; 39 112 366 ; 
39 87 230 ; 47 118 380 ; 2 80 254 ; 33 196 216 ; 66 152 423 ; 
38 178 495 ; 184 239 116 ; 70 55 386 ; 142 9 103 ; 255 20 475 ; 
86 174 254 ; 205 46 305 ; 29 180 277 ; 225 236 283 ; 121 139 364 ; 
43 138 206 ; 26 50 445 ; 81 233 401 ; 90 156 420 ; 110 219 422 ; 
28 66 317 ; 74 207 20 ; 254 140 29 ; 235 75 322 ; 118 43 199 ; 
1 78 224 ; 51 151 327 ; 28 152 413 ; 185 224 230 ; 148 183 104 ; 
214 140 403 ; 166 184 59 ; 50 177 454 ; 126 199 192 ; 169 190 491 ; 
247 46 478 ; 142 201 443 ; 39 126 410 ; 7 132 63 ; 190 229 208 ; 
75 180 320 ; 3 159 7 ; 181 213 221 ; 124 10 91 ; 59 41 401 ; 
105 191 15 ; 51 86 194 ; 177 33 33 ; 54 8 432 ; 27 168 15 ; 
207 220 206 ; 110 231 25 ; 68 152 288 ; 78 124 81 ; 119 221 226 ; 
55 232 421 ; 141 235 242 ; 174 124 369 ; 182 52 67 ; 94 243 65 ; 
59 113 468 ; 34 58 31 ; 187 7 313 ; 55 136 121 ; 20 134 295 ; 
253 191 383 ; 232 98 158 ; 100 55 267 ; 152 190 122 ; 139 123 284 ; 
253 83 463 ; 55 250 330 ; 62 16 392 ; 199 105 371 ; 77 17 358 ; 
13 48 255 ; 111 134 428 ; 166 105 72 ; 101 251 72 ; 224 68 360 ; 
52 235 303 ; 46 205 108 ; 62 209 152 ; 168 145 74 ; 185 135 457 ; 
233 146 27 ; 111 154 56 ; 216 138 83 ; 212 222 33 ; 24 202 270 ; 
3 66 415 ; 208 182 435 ; 161 98 361 ; 50 77 360 ; 186 254 52 ; 
76 253 85 ; 231 9 342 ; 113 132 481 ; 80 166 121 ; 26 44 181 ; 
92 147 149 ; 19 46 488 ; 117 248 28 ; 194 0 162 ; 193 176 112 ; 
190 25 386 ; 200 107 443 ; 76 44 210 ; 242 197 407 ; 31 51 163 ; 
178 184 134 ; 225 65 326 ; 217 153 349 ; 217 147 355 ; 137 192 121 ; 
162 166 458 ; 13 217 393 ; 57 243 481 ; 254 127 9 ; 49 90 308 ; 
234 80 351 ; 43 163 405 ; 196 8 406 ; 88 227 215 ; 24 129 192 ; 
190 223 93 ; 152 252 151 ; 139 225 60 ; 10 19 153 ; 101 55 200 ; 
181 122 437 ; 88 111 311 ; 97 70 14 ; 68 245 75 ; 197 126 303 ; 
165 143 15 ; 161 67 97 ; 131 3 493 ; 150 253 265 ; 205 245 171 ; 
71 30 376 ; 182 50 366 ; 252 112 466 ; 242 115 27 ; 112 206 256 ; 
255 65 125 ; 66 115 242 ; 70 60 204 ; 67 145 139 ; 56 241 409 ; 
86 181 322 ; 136 47 433 ; 249 2 443 ; 108 53 316 ; 59 173 414 ; 
124 235 134 ; 239 205 217 ; 44 81 168 ; 189 88 46 ; 174 245 357 ; 
100 95 301 ; 147 16 19 ; 149 120 120 ; 203 220 173 ; 120 50 401 ; 
99 248 460 ; 49 189 217 ; 130 197 268 ; 219 19 108 ; 208 164 2 ; 
48 109 324 ; 64 141 100 ; 184 53 344 ; 148 214 77 ; 198 227 124 ; 
190 44 93 ; 124 241 312 ; 65 165 173 ; 85 134 84 ; 249 36 183 ; 
103 112 231 ; 244 33 403 ; 41 101 280 ; 255 62 360 ; 226 227 257 ; 
14 0 439 ; 255 128 190 ; 165 50 226 ; 43 102 419 ; 79 117 316 ; 
191 84 422 ; 224 100 93 ; 69 180 497 ; 132 188 254 ; 103 89 389 ; 
