291 181 455 ; 877 134 389 ; 651 61 150 ; 817 935 287 ; 873 959 190 ; 
742 991 299 ; 252 386 280 ; 481 988 476 ; 888 321 18 ; 572 623 193 ; 
126 437 336 ; 1010 142 87 ; 217 534 381 ; 157 283 474 ; 578 111 191 ; 
546 586 279 ; 932 666 37 ; 896 510 290 ; 194 221 291 ; 817 694 63 ; 
230 274 403 ; 372 157 245 ; 907 850 456 ; 166 1008 449 ; 277 56 438 ; 
864 971 25 ; 506 581 67 ; 1017 443 3 ; 214 786 100 ; 908 993 486 ; 
158 748 191 ; 316 629 470 ; 142 497 458 ; 127 583 405 ; 183 825 4 ; 
130 622 345 ; 711 965 285 ; 130 193 252 ; 916 317 221 ; 885 635 63 ; 
609 746 471 ; 215 64 133 ; 712 779 285 ; 271 352 12 ; 73 92 83 ; 
695 110 394 ; 637 991 372 ; 830 331 260 ; 123 688 346 ; 758 235 275 ; 
480 690 460 ; 545 280 454 ; 300 185 205 ; 652 233 169 ; 745 408 445 ; 
855 766 174 ; 822 231 233 ; 130 407 338 ; 818 713 196 ; 30 912 407 ; 
720 973 309 ; 1000 619 94 ; 162 480 231 ; 395 29 383 ; 804 874 455 ; 
546 768 304 ; 777 334 423 ; 160 536 302 ; 874 545 44 ; 762 676 18 ; 
711 542 140 ; 306 888 85 ; 786 755 133 ; 816 922 275 ; 666 717 171 ; 
411 234 459 ; 745 605 477 ; 257 775 7 ; 802 51 103 ; 455 146 317 ; 
997 270 72 ; 861 91 31 ; 592 913 298 ; 490 872 428 ; 183 203 444 ; 
417 338 439 ; 1023 1020 290 ; 774 431 27 ; 826 2 44 ; 972 448 187 ; 
218 632 214 ; 310 503 287 ; 199 681 148 ; 47 622 380 ; 251 354 218 ; 
589 753 469 ; 585 539 439 ; 1016 46 402 ; 1019 835 12 ; 443 378 314 ; 
51 376 178 ; 554 347 245 ; 212 155 99 ; 834 555 374 ; 164 421 49 ; 
918 470 444 ; 433 937 370 ; 480 379 7 ; 291 596 160 ; 669 614 135 ; 
21 581 398 ; 368 766 373 ; 523 237 443 ; 54 931 55 ; 475 648 489 ; 
945 617 190 ; 859 151 96 ; 214 270 349 ; 810 382 477 ; 401 489 376 ; 
982 15 233 ; 724 616 262 ; 961 748 250 ; 868 67 197 ; 492 221 131 ; 
85 539 122 ; 236 751 140 ; 507 372 475 ; 889 474 381 ; 355 866 20 ; 
370 904 261 ; 987 962 431 ; 711 365 127 ; 778 290 448 ; 999 270 120 ; 
514 724 340 ; 241 76 258 ; 614 287 242 ; 64 713 301 ; 930 925 447 ; 
810 514 314 ; 749 61 152 ; 90 332 483 ; 380 540 306 ; 650 592 325 ; 
351 112 232 ; 427 742 367 ; 715 585 324 ; 404 934 306 ; 305 125 290 ; 
819 695 5 ; 880 612 183 ; 188 491 440 ; 728 58 26 ; 296 403 139 ; 
408 723 113 ; 127 534 220 ; 712 587 156 ; 622 229 43 ; 748 960 263 ; 
419 573 40 ; 7 996 283 ; 499 121 275 ; 557 359 347 ; 960 978 95 ; 
659 200 139 ; 170 796 375 ; 757 796 6 ; 986 487 478 ; 922 582 445 ; 
471 982 1 ; 444 153 312 ; 565 204 384 ; 924 443 51 ; 879 386 268 ; 
55 625 64 ; 851 249 171 ; 624 1023 309 ; 87 462 450 ; 670 523 105 ; 
628 308 211 ; 782 512 127 ; 986 724 239 ; 406 411 284 ; 792 655 140 ; 
394 835 299 ; 643 651 22 ; 642 636 382 ; 80 355 238 ; 603 36 281 ; 
911 639 275 ; 400 690 316 ; 100 161 482 ; 512 197 400 ; 143 134 122 ; 
979 949 391 ; 606 796 345 ; 218 470 64 ; 573 768 202 ; 609 129 443 ; 
225 161 230 ; 915 821 66 ; 53 215 114 ; 250 595 110 ; 384 358 106 ; 
310 913 222 ; 82 838 169 ; 552 382 323 ; 296 568 141 ; 425 835 131 ; 
586 682 192 ; 383 416 241 ; 598 550 257 ; 170 784 126 ; 528 507 336 ; 
417 373 177 ; 231 194 299 ; 613 621 373 ; 157 242 485 ; 993 437 373 ; 
651 218 318 ; 43 223 301 ; 593 120 284 ; 353 70 103 ; 860 271 157 ; 
209 856 273 ; 403 727 490 ; 0 680 357 ; 243 161 290 ; 680 962 139 ; 
898 140 52 ; 98 929 259 ; 218 54 326 ; 289 801 71 ; 560 694 401 ; 
392 91 477 ; 95 929 319 ; 775 974 298 ; 936 608 239 ; 874 399 134 ; 
1014 160 114 ; 920 571 373 ; 974 2 355 ; 751 25 465 ; 421 402 182 ; 
512 616 194 ; 417 15 178 ; 367 841 285 ; 975 644 388 ; 350 690 324 ; 
510 393 262 ; 58 994 77 ; 60 669 365 ; 85 562 263 ; 488 745 374 ; 
80 463 355 ; 95 574 183 ; 936 779 496 ; 557 736 355 ; 223 604 402 ; 
616 323 72 ; 586 32 271 ; 231 661 109 ; 794 216 413 ; 515 522 106 ; 
978 225 90 ; 528 440 342 ; 284 48 33 ; 1020 23 462 ; 600 973 219 ; 
923 225 438 ; 955 1012 87 ; 592 833 185 ; 808 714 145 ; 306 681 227 ; 
531 111 318 ; 971 646 408 ; 1019 251 381 ; 18 793 21 ; 991 868 69 ; 
193 143 201 ; 181 34 181 ; 1015 511 84 ; 705 196 277 ; 362 675 225 ; 
474 645 100 ; 96 570 311 ; 347 1023 339 ; 117 736 234 ; 985 445 1 ; 
104 754 392 ; 138 963 481 ; 650 80 391 ; 846 813 434 ; 498 306 171 ; 
119 106 210 ; 689 438 344 ; 688 717 64 ; 400 991 403 ; 845 260 176 ; 
576 521 102 ; 515 974 470 ; 595 585 221 ; 384 187 187 ; 691 495 217 ; 
797 141 391 ; 211 261 175 ; 928 477 476 ; 896 16 381 ; 132 697 57 ; 
653 315 279 ; 604 37 247 ; 165 922 142 ; 353 409 402 ; 848 743 450 ; 
989 550 217 ; 226 477 303 ; 703 70 370 ; 719 351 259 ; 392 8 55 ; 
707 511 111 ; 745 566 469 ; 643 113 461 ; 29 255 330 ; 772 781 11 ; 
298 975 27 ; 776 942 88 ; 846 96 38 ; 173 179 145 ; 181 134 313 ; 
693 222 365 ; 235 963 109 ; 348 260 14 ; 603 746 301 ; 361 562 158 ; 
312 201 6 ; 230 830 237 ; 326 660 25 ; 506 170 51 ; 640 399 196 ; 
862 1020 17 ; 801 301 498 ; 37 327 386 ; 784 997 26 ; 322 671 470 ; 
523 94 371 ; 329 839 447 ; 990 312 1 ; 136 631 107 ; 535 99 25 ; 
531 772 162 ; 833 91 128 ; 136 669 246 ; 109 571 271 ; 781 53 239 ; 
875 920 161 ; 690 51 417 ; 1002 436 390 ; 609 124 176 ; 708 317 420 ; 
456 127 435 ; 547 800 439 ; 192 226 392 ; 764 713 12 ; 817 961 398 ; 
714 506 263 ; 765 575 262 ; 178 974 484 ; 302 314 306 ; 619 815 131 ; 
747 826 155 ; 523 345 395 ; 749 697 351 ; 438 162 407 ; 375 760 443 ; 
882 91 429 ; 433 297 235 ; 383 169 160 ; 698 19 354 ; 489 478 128 ; 
291 621 360 ; 637 196 63 ; 310 319 366 ; 472 635 367 ; 208 690 41 ; 
299 539 425 ; 596 78 87 ; 765 383 240 ; 784 865 480 ; 238 626 482 ; 
859 1006 19 ; 32 85 378 ; 351 711 295 ; 986 38 70 ; 653 827 10 ; 
168 968 219 ; 247 967 106 ; 630 376 287 ; 471 168 392 ; 73 658 285 ; 
55 613 243 ; 140 859 127 ; 851 719 479 ; 889 889 2 ; 693 507 253 ; 
637 334 378 ; 581 461 306 ; 957 160 125 ; 101 624 143 ; 759 849 419 ; 
348 289 228 ; 183 588 284 ; 902 919 0 ; 767 577 392 ; 251 198 381 ; 
585 472 158 ; 22 915 148 ; 182 580 141 ; 807 876 26 ; 632 619 283 ; 
921 435 246 ; 485 307 138 ; 380 320 133 ; 958 160 232 ; 132 889 355 ; 
605 264 14 ; 496 276 428 ; 52 869 350 ; 928 371 273 ; 523 998 88 ; 
959 336 432 ; 242 22 402 ; 562 915 271 ; 722 663 76 ; 588 155 114 ; 
852 921 194 ; 104 225 195 ; 973 576 423 ; 320 85 208 ; 294 401 192 ; 
630 325 296 ; 652 147 247 ; 543 455 385 ; 183 119 156 ; 338 741 358 ; 
235 471 170 ; 461 807 102 ; 13 614 154 ; 98 474 467 ; 499 239 419 ; 
824 527 145 ; 972 750 39 ; 403 191 239 ; 522 195 83 ; 239 922 154 ; 
710 188 456 ; 493 307 355 ; 84 529 132 ; 558 701 137 ; 797 168 347 ; 
300 954 498 ; 26 321 227 ; 218 341 435 ; 413 904 246 ; 311 626 384 ; 
500 686 315 ; 807 981 437 ; 312 714 243 ; 1013 459 63 ; 158 303 49 ; 
88 645 99 ; 409 788 155 ; 750 879 22 ; 630 349 28 ; 232 341 237 ; 
918 572 157 ; 876 490 105 ; 566 901 388 ; 1 372 308 ; 304 401 334 ; 
950 204 440 ; 714 308 216 ; 570 438 257 ; 919 786 452 ; 237 523 86 ; 
809 572 315 ; 275 97 241 ; 152 429 425 ; 524 50 499 ; 926 684 101 ; 
106 452 429 ; 414 308 335 ; 852 573 194 ; 614 565 144 ; 114 164 431 ; 
686 1019 88 ; 784 744 134 ; 189 322 5 ; 239 465 446 ; 923 610 18 ; 
351 36 476 ; 659 411 67 ; 209 477 149 ; 774 89 42 ; 938 621 180 ; 
933 365 98 ; 654 919 305 ; 976 725 109 ; 417 683 46 ; 4 141 130 ; 
40 526 341 ; 451 1017 325 ; 929 898 444 ; 1018 608 161 ; 615 933 280 ; 
981 347 34 ; 876 448 296 ; 577 309 102 ; 236 360 82 ; 378 650 87 ; 
904 839 15 ; 897 356 203 ; 771 533 283 ; 356 918 300 ; 265 30 250 ; 
612 81 66 ; 37 41 335 ; 346 655 395 ; 706 197 401 ; 332 156 297 ; 
148 120 307 ; 504 123 55 ; 13 578 164 ; 932 938 284 ; 962 269 104 ; 
19 215 9 ; 60 118 393 ; 715 897 118 ; 912 206 441 ; 45 776 407 ; 
165 699 148 ; 288 503 208 ; 867 179 412 ; 781 627 354 ; 26 407 250 ; 
241 452 176 ; 359 86 224 ; 233 780 484 ; 439 797 264 ; 191 497 496 ; 
891 529 417 ; 370 709 246 ; 549 369 187 ; 153 43 170 ; 560 649 199 ; 
1013 170 26 ; 75 734 215 ; 855 334 455 ; 629 650 492 ; 102 855 227 ; 
631 80 459 ; 316 495 494 ; 685 174 240 ; 729 720 213 ; 354 1023 198 ; 
524 329 151 ; 234 901 228 ; 569 808 175 ; 195 948 462 ; 26 503 383 ; 
107 250 493 ; 602 888 144 ; 776 872 192 ; 472 382 254 ; 471 44 331 ; 
801 267 25 ; 678 479 14 ; 462 766 372 ; 386 885 437 ; 889 608 325 ; 
116 434 179 ; 1004 890 122 ; 853 639 400 ; 211 49 52 ; 255 188 396 ; 
523 681 336 ; 1002 675 45 ; 745 904 443 ; 606 677 281 ; 190 646 107 ; 
624 642 148 ; 491 744 216 ; 106 425 305 ; 155 881 6 ; 343 786 385 ; 
0 138 140 ; 676 291 275 ; 556 98 314 ; 209 367 487 ; 856 1022 405 ; 
474 518 303 ; 194 131 28 ; 619 748 371 ; 477 170 377 ; 239 827 300 ; 
377 715 323 ; 668 103 119 ; 766 493 55 ; 109 604 3 ; 107 297 105 ; 
625 180 333 ; 756 688 71 ; 480 663 237 ; 650 744 437 ; 453 980 74 ; 
145 535 193 ; 248 91 334 ; 741 322 42 ; 321 86 260 ; 618 59 121 ; 
798 888 84 ; 463 143 297 ; 102 616 330 ; 847 685 134 ; 803 207 273 ; 
315 992 130 ; 406 106 347 ; 728 912 51 ; 814 436 408 ; 873 69 257 ; 
737 833 151 ; 880 175 246 ; 473 273 421 ; 134 851 47 ; 342 32 150 ; 
310 691 234 ; 417 470 269 ; 305 498 227 ; 742 242 163 ; 811 308 82 ; 
621 991 439 ; 796 425 421 ; 45 322 97 ; 896 322 58 ; 929 144 389 ; 
596 770 219 ; 42 687 37 ; 540 1010 30 ; 783 14 92 ; 67 856 130 ; 
34 523 469 ; 460 928 194 ; 782 166 306 ; 80 900 283 ; 225 745 112 ; 
995 932 417 ; 659 406 477 ; 645 296 195 ; 659 492 420 ; 491 406 115 ; 
1015 108 334 ; 919 430 284 ; 61 525 360 ; 962 664 483 ; 683 676 403 ; 
592 593 272 ; 998 82 324 ; 270 638 327 ; 763 710 8 ; 145 541 32 ; 
253 439 183 ; 684 371 50 ; 185 764 258 ; 849 915 403 ; 502 122 397 ; 
71 579 129 ; 154 1007 317 ; 792 46 203 ; 478 754 465 ; 1019 74 48 ; 
434 910 434 ; 805 712 443 ; 545 410 419 ; 436 170 224 ; 559 891 438 ; 
114 248 376 ; 97 197 307 ; 143 120 357 ; 897 314 73 ; 972 246 227 ; 
858 324 434 ; 546 656 380 ; 957 647 350 ; 103 824 351 ; 994 826 424 ; 
219 306 119 ; 416 881 413 ; 537 587 482 ; 851 60 301 ; 73 12 230 ; 
398 982 6 ; 30 339 460 ; 677 501 495 ; 477 184 368 ; 279 304 483 ; 
585 983 237 ; 443 752 112 ; 6 618 425 ; 66 627 82 ; 78 510 197 ; 
37 340 22 ; 376 5 492 ; 877 216 402 ; 37 360 172 ; 342 607 25 ; 
301 824 253 ; 30 237 434 ; 648 66 173 ; 252 432 383 ; 762 625 286 ; 
78 891 460 ; 83 532 193 ; 299 202 217 ; 659 550 382 ; 242 352 40 ; 
43 433 466 ; 280 75 131 ; 346 161 449 ; 778 252 402 ; 379 410 494 ; 
246 647 456 ; 778 920 442 ; 981 546 118 ; 507 24 125 ; 859 564 185 ; 
268 422 279 ; 344 582 294 ; 505 771 46 ; 757 585 460 ; 144 651 470 ; 
791 455 273 ; 687 338 96 ; 209 304 430 ; 234 569 31 ; 798 470 71 ; 
197 614 426 ; 779 800 351 ; 526 243 279 ; 88 31 88 ; 739 598 309 ; 
171 519 81 ; 509 687 364 ; 813 610 204 ; 358 489 317 ; 829 876 291 ; 
419 75 314 ; 195 566 203 ; 438 377 442 ; 470 693 480 ; 44 742 220 ; 
563 936 156 ; 227 896 447 ; 837 520 184 ; 302 354 485 ; 155 421 179 ; 
230 263 100 ; 796 302 231 ; 149 96 367 ; 842 417 201 ; 560 825 251 ; 
472 949 431 ; 345 220 71 ; 865 0 266 ; 195 593 299 ; 617 521 201 ; 
880 253 248 ; 159 405 366 ; 255 752 406 ; 672 513 147 ; 474 745 381 ; 
399 1020 418 ; 620 835 338 ; 620 877 211 ; 190 732 93 ; 711 890 300 ; 
964 178 477 ; 345 721 438 ; 73 11 237 ; 587 475 316 ; 308 756 361 ; 
304 574 239 ; 116 865 310 ; 993 476 170 ; 702 953 355 ; 568 602 349 ; 
746 867 332 ; 443 989 108 ; 455 246 410 ; 930 783 103 ; 662 968 242 ; 
213 603 430 ; 54 637 99 ; 530 268 171 ; 460 519 412 ; 38 960 474 ; 
905 64 410 ; 871 132 117 ; 93 546 164 ; 876 10 107 ; 820 60 297 ; 
399 419 116 ; 13 58 481 ; 281 837 231 ; 800 561 133 ; 736 988 77 ; 
800 958 419 ; 932 651 285 ; 455 788 168 ; 465 355 453 ; 525 853 310 ; 
944 989 450 ; 1002 314 466 ; 815 717 315 ; 353 626 372 ; 317 996 288 ; 
251 379 264 ; 903 668 484 ; 667 804 56 ; 1022 10 391 ; 851 92 444 ; 
816 994 106 ; 106 248 362 ; 823 539 313 ; 426 87 128 ; 398 435 73 ; 
777 495 326 ; 422 331 94 ; 202 76 197 ; 212 275 152 ; 304 940 66 ; 
275 82 238 ; 523 168 134 ; 39 233 89 ; 126 90 480 ; 562 299 294 ; 
33 826 460 ; 365 580 46 ; 441 213 40 ; 716 513 462 ; 632 811 63 ; 
714 937 207 ; 883 856 346 ; 92 881 446 ; 182 705 321 ; 482 956 195 ; 
284 580 209 ; 864 982 275 ; 53 782 80 ; 566 785 33 ; 353 1000 25 ; 
267 495 2 ; 99 266 420 ; 980 560 347 ; 661 893 244 ; 593 328 442 ; 
150 326 368 ; 108 357 496 ; 891 753 272 ; 652 566 245 ; 628 71 67 ; 
99 209 157 ; 365 38 252 ; 925 749 191 ; 794 529 211 ; 99 492 496 ; 
425 936 490 ; 782 641 152 ; 511 185 232 ; 53 807 123 ; 124 970 83 ; 
334 463 231 ; 372 223 275 ; 97 82 412 ; 627 921 90 ; 95 374 276 ; 
7 420 223 ; 648 616 140 ; 834 920 302 ; 617 68 141 ; 563 891 42 ; 
3 295 179 ; 226 822 405 ; 309 690 141 ; 206 460 234 ; 580 1 133 ; 
1000 664 132 ; 592 729 396 ; 489 551 476 ; 557 885 442 ; 424 247 391 ; 
719 758 391 ; 517 579 302 ; 184 772 24 ; 644 39 249 ; 645 956 244 ; 
286 945 300 ; 1015 941 409 ; 542 561 425 ; 403 1016 434 ; 651 39 207 ; 
385 650 32 ; 965 240 139 ; 713 57 157 ; 752 182 349 ; 685 514 305 ; 
606 403 155 ; 523 268 121 ; 60 725 48 ; 52 648 238 ; 92 103 38 ; 
742 1007 137 ; 983 583 418 ; 16 676 83 ; 198 953 329 ; 713 850 37 ; 
92 369 194 ; 360 174 432 ; 61 994 351 ; 709 309 76 ; 813 27 400 ; 
796 396 364 ; 355 126 415 ; 7 822 150 ; 960 183 150 ; 787 296 460 ; 
132 71 381 ; 307 451 9 ; 277 331 105 ; 586 271 299 ; 613 263 24 ; 
1009 348 137 ; 112 151 22 ; 934 937 317 ; 93 715 33 ; 389 691 165 ; 
460 357 372 ; 912 114 161 ; 219 232 300 ; 490 411 189 ; 753 275 272 ; 
77 953 233 ; 228 379 63 ; 141 160 179 ; 856 973 369 ; 524 699 110 ; 
881 187 439 ; 995 832 404 ; 203 760 288 ; 614 966 91 ; 890 734 93 ; 
819 91 342 ; 174 458 204 ; 334 937 148 ; 284 302 122 ; 983 784 478 ; 
146 632 178 ; 979 940 455 ; 715 112 467 ; 657 527 22 ; 367 408 273 ; 
459 18 39 ; 917 730 14 ; 831 647 368 ; 109 705 122 ; 894 595 458 ; 
502 1010 245 ; 418 257 208 ; 530 500 303 ; 33 947 34 ; 441 984 92 ; 
459 887 247 ; 166 585 86 ; 813 457 320 ; 494 663 479 ; 65 130 284 ; 
51 579 346 ; 309 151 104 ; 809 702 314 ; 732 945 116 ; 692 821 453 ; 
555 40 66 ; 116 743 2 ; 573 315 112 ; 213 718 397 ; 343 206 331 ; 
922 589 392 ; 50 449 260 ; 752 728 241 ; 673 512 154 ; 470 330 23 ; 
511 588 119 ; 230 282 187 ; 545 142 239 ; 239 815 497 ; 445 958 230 ; 
10 143 453 ; 460 403 59 ; 164 972 257 ; 676 302 54 ; 1006 365 483 ; 
571 97 138 ; 853 384 469 ; 996 787 211 ; 787 740 388 ; 722 906 127 ; 
865 391 64 ; 244 799 399 ; 192 232 235 ; 494 418 387 ; 860 254 323 ; 
957 560 498 ; 317 353 477 ; 80 376 466 ; 821 944 374 ; 703 727 302 ; 
71 955 228 ; 870 170 249 ; 78 869 273 ; 497 708 393 ; 751 200 263 ; 
287 698 407 ; 640 743 444 ; 1016 617 413 ; 936 464 406 ; 639 74 67 ; 
570 406 182 ; 741 579 1 ; 586 996 287 ; 271 581 150 ; 471 660 291 ; 
145 576 398 ; 888 424 461 ; 481 590 449 ; 945 836 73 ; 1019 879 73 ; 
401 601 76 ; 980 395 146 ; 952 34 387 ; 509 776 182 ; 146 991 417 ; 
722 933 268 ; 122 138 381 ; 712 1007 289 ; 524 844 254 ; 379 593 356 ; 
981 981 395 ; 352 916 249 ; 386 567 221 ; 139 805 234 ; 106 290 31 ; 
16 246 377 ; 154 347 383 ; 138 312 142 ; 982 759 66 ; 552 103 119 ; 
509 466 162 ; 401 207 83 ; 969 929 383 ; 750 555 202 ; 17 690 189 ; 
263 972 135 ; 611 951 143 ; 923 29 26 ; 658 844 28 ; 761 135 278 ; 
204 829 294 ; 411 457 208 ; 316 436 165 ; 871 802 202 ; 538 283 205 ; 
486 895 386 ; 413 498 69 ; 443 256 432 ; 263 152 468 ; 398 7 430 ; 
203 413 380 ; 660 305 360 ; 73 599 175 ; 875 837 344 ; 135 802 451 ; 
6 784 381 ; 504 6 11 ; 761 862 77 ; 913 594 368 ; 920 985 7 ; 
310 89 261 ; 615 421 292 ; 190 140 37 ; 4 176 26 ; 806 60 165 ; 
567 481 292 ; 573 365 394 ; 411 662 319 ; 1006 378 388 ; 967 357 185 ; 
32 734 286 ; 453 290 188 ; 593 507 451 ; 770 797 242 ; 830 939 262 ; 
287 191 216 ; 652 474 195 ; 290 237 416 ; 668 761 16 ; 1 150 110 ; 
735 460 129 ; 2 56 157 ; 509 268 54 ; 283 670 495 ; 198 52 325 ; 
389 240 347 ; 863 996 443 ; 76 276 475 ; 837 992 318 ; 988 666 394 ; 
424 283 360 ; 481 956 179 ; 749 34 293 ; 395 730 91 ; 447 147 246 ; 
687 395 480 ; 659 930 233 ; 936 69 401 ; 904 523 357 ; 547 622 287 ; 
830 722 431 ; 763 533 223 ; 797 347 204 ; 503 670 177 ; 651 252 384 ; 
22 32 87 ; 952 201 355 ; 1021 210 30 ; 521 296 234 ; 119 195 131 ; 
841 58 34 ; 350 345 368 ; 697 90 347 ; 343 583 173 ; 595 448 44 ; 
627 759 139 ; 829 734 453 ; 15 345 133 ; 311 891 303 ; 506 294 336 ; 
564 244 423 ; 910 1 128 ; 1000 520 482 ; 559 813 280 ; 1007 586 259 ; 
743 1009 371 ; 453 431 446 ; 798 804 15 ; 666 151 35 ; 960 19 10 ; 
181 6 229 ; 182 834 325 ; 702 989 319 ; 492 817 119 ; 54 988 51 ; 
39 731 202 ; 470 78 309 ; 251 253 431 ; 402 444 97 ; 422 947 43 ; 
428 932 104 ; 239 457 461 ; 204 893 187 ; 1021 280 277 ; 985 227 109 ; 
693 158 227 ; 771 831 123 ; 0 934 249 ; 445 812 240 ; 368 331 251 ; 
276 811 117 ; 733 448 113 ; 602 267 220 ; 883 789 272 ; 86 778 345 ; 
244 822 255 ; 52 905 372 ; 986 434 495 ; 774 215 287 ; 82 398 340 ; 
893 1003 108 ; 318 1012 228 ; 585 237 470 ; 350 689 208 ; 105 115 63 ; 
927 526 438 ; 808 606 182 ; 218 433 458 ; 433 260 401 ; 831 533 255 ; 
810 149 417 ; 799 42 491 ; 12 668 289 ; 701 872 146 ; 816 936 397 ; 
318 62 298 ; 924 456 281 ; 333 903 117 ; 594 288 407 ; 103 447 245 ; 
252 689 28 ; 294 800 227 ; 962 205 306 ; 811 195 338 ; 723 536 447 ; 
785 982 128 ; 217 307 486 ; 96 440 451 ; 384 792 312 ; 832 553 62 ; 
497 121 393 ; 273 500 62 ; 478 654 148 ; 673 820 475 ; 186 664 102 ; 
144 300 445 ; 452 254 90 ; 892 109 423 ; 660 298 52 ; 189 56 228 ; 
311 942 412 ; 811 32 169 ; 442 440 342 ; 238 787 220 ; 902 921 302 ; 
178 754 336 ; 433 348 120 ; 542 160 436 ; 840 68 105 ; 897 360 181 ; 
815 461 263 ; 847 34 378 ; 263 905 401 ; 27 205 343 ; 948 179 42 ; 
679 339 296 ; 3 644 383 ; 163 376 140 ; 231 1001 18 ; 592 239 183 ; 
29 690 344 ; 63 428 99 ; 968 977 158 ; 150 945 373 ; 329 127 220 ; 
669 211 301 ; 289 474 116 ; 665 146 51 ; 643 361 87 ; 882 392 70 ; 
548 296 434 ; 976 1015 91 ; 929 533 211 ; 850 314 135 ; 977 123 289 ; 
165 880 271 ; 639 268 472 ; 786 683 309 ; 123 238 70 ; 515 25 361 ; 
811 403 67 ; 802 811 99 ; 311 258 187 ; 625 673 233 ; 748 215 431 ; 
604 86 325 ; 872 626 210 ; 532 431 25 ; 770 901 355 ; 795 991 126 ; 
175 938 465 ; 986 410 124 ; 220 857 146 ; 893 186 97 ; 84 366 351 ; 
170 499 275 ; 796 797 376 ; 203 710 416 ; 81 386 152 ; 48 184 171 ; 
986 498 42 ; 372 598 349 ; 206 477 239 ; 392 666 219 ; 758 457 129 ; 
233 997 405 ; 6 93 172 ; 717 61 104 ; 79 562 308 ; 263 809 57 ; 
761 827 361 ; 336 1021 343 ; 813 152 104 ; 455 528 330 ; 913 773 458 ; 
886 78 217 ; 979 578 134 ; 16 851 421 ; 578 303 454 ; 363 860 237 ; 
167 441 100 ; 164 1008 362 ; 316 924 294 ; 844 22 247 ; 593 537 318 ; 
672 786 359 ; 226 244 497 ; 53 733 256 ; 356 915 257 ; 192 152 151 ; 
633 677 111 ; 618 939 178 ; 518 513 406 ; 541 900 34 ; 54 718 431 ; 
840 426 428 ; 60 1019 432 ; 794 544 467 ; 685 85 136 ; 838 204 397 ; 
491 687 9 ; 406 313 187 ; 919 103 421 ; 795 210 19 ; 489 137 164 ; 
915 657 314 ; 911 826 38 ; 431 197 323 ; 516 645 89 ; 720 426 290 ; 
384 400 368 ; 697 1007 423 ; 801 184 317 ; 1011 903 196 ; 124 116 307 ; 
781 406 321 ; 583 513 244 ; 780 680 279 ; 402 617 182 ; 828 215 210 ; 
204 652 367 ; 187 555 115 ; 371 865 132 ; 251 45 177 ; 367 21 432 ; 
773 486 32 ; 262 842 258 ; 942 62 41 ; 535 736 350 ; 751 903 24 ; 
379 766 460 ; 934 1013 21 ; 775 933 392 ; 821 631 144 ; 842 315 351 ; 
304 124 326 ; 122 714 235 ; 184 863 470 ; 921 769 0 ; 800 53 268 ; 
542 166 63 ; 531 483 254 ; 440 987 116 ; 47 839 116 ; 363 942 301 ; 
487 388 479 ; 177 608 175 ; 16 66 281 ; 786 466 430 ; 839 378 303 ; 
1005 17 463 ; 464 35 129 ; 428 988 64 ; 243 668 104 ; 162 145 224 ; 
550 464 59 ; 134 63 142 ; 200 808 231 ; 667 714 219 ; 21 517 457 ; 
39 96 173 ; 74 217 474 ; 38 869 87 ; 706 938 403 ; 851 30 418 ; 
291 509 132 ; 354 451 427 ; 139 570 185 ; 853 705 434 ; 347 603 469 ; 
443 316 262 ; 661 10 229 ; 506 169 124 ; 420 756 210 ; 450 563 457 ; 
959 531 16 ; 386 26 368 ; 956 680 186 ; 638 510 105 ; 217 1007 351 ; 
533 501 282 ; 543 35 213 ; 713 667 422 ; 445 313 325 ; 1008 666 377 ; 
516 847 304 ; 542 295 311 ; 198 97 246 ; 708 39 190 ; 691 834 12 ; 
169 952 21 ; 204 489 242 ; 871 688 150 ; 160 369 331 ; 827 470 392 ; 
650 1022 49 ; 945 486 489 ; 18 336 435 ; 57 118 278 ; 891 539 302 ; 
819 152 126 ; 285 299 363 ; 973 989 447 ; 318 344 298 ; 788 144 182 ; 
787 953 353 ; 249 230 383 ; 585 50 140 ; 703 68 163 ; 218 794 56 ; 
371 164 24 ; 670 727 347 ; 635 470 92 ; 979 60 33 ; 99 835 495 ; 
29 388 208 ; 259 592 475 ; 309 716 108 ; 377 859 409 ; 148 36 364 ; 
312 104 191 ; 16 991 410 ; 486 116 116 ; 547 213 459 ; 358 629 474 ; 
746 809 201 ; 314 752 394 ; 7 944 190 ; 866 697 375 ; 902 129 433 ; 
1006 804 461 ; 974 826 289 ; 66 494 281 ; 279 797 236 ; 908 31 451 ; 
693 389 109 ; 421 775 267 ; 341 397 458 ; 14 329 25 ; 144 638 483 ; 
948 71 38 ; 751 840 212 ; 221 602 206 ; 1019 850 316 ; 26 621 224 ; 
415 750 128 ; 167 601 238 ; 564 767 379 ; 893 940 161 ; 507 956 491 ; 
578 850 439 ; 395 726 196 ; 997 553 23 ; 823 445 36 ; 420 617 195 ; 
146 674 178 ; 747 400 185 ; 491 547 112 ; 407 12 1 ; 339 516 374 ; 
165 139 222 ; 892 711 4 ; 421 1010 11 ; 866 507 376 ; 460 1022 187 ; 
110 540 395 ; 510 474 109 ; 33 574 449 ; 46 215 224 ; 562 750 107 ; 
701 768 435 ; 389 340 96 ; 375 308 452 ; 882 248 265 ; 881 1012 148 ; 
